"Variable","Level","BMI_cat","Count","Percent","p.value_rounded","p_adj_rounded"
"Time_zero_Ym","1994-12-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","1995-01-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","1995-03-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1995-06-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","1995-07-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1995-08-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","1995-09-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","1995-10-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","1995-11-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","1995-12-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","1996-01-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","1996-02-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","1996-03-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","1996-04-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","1996-05-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1996-07-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1996-08-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1996-09-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","1996-10-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","1996-11-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1996-12-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","1997-01-01","Obese I",6,"0.0%",NA,NA
"Time_zero_Ym","1997-02-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","1997-03-01","Obese I",7,"0.0%",NA,NA
"Time_zero_Ym","1997-04-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","1997-05-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1997-06-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1997-07-01","Obese I",10,"0.0%",NA,NA
"Time_zero_Ym","1997-08-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","1997-09-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","1997-10-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","1997-11-01","Obese I",8,"0.0%",NA,NA
"Time_zero_Ym","1997-12-01","Obese I",6,"0.0%",NA,NA
"Time_zero_Ym","1998-01-01","Obese I",6,"0.0%",NA,NA
"Time_zero_Ym","1998-02-01","Obese I",10,"0.0%",NA,NA
"Time_zero_Ym","1998-03-01","Obese I",9,"0.0%",NA,NA
"Time_zero_Ym","1998-04-01","Obese I",8,"0.0%",NA,NA
"Time_zero_Ym","1998-05-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","1998-06-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","1998-07-01","Obese I",53,"0.3%",NA,NA
"Time_zero_Ym","1998-08-01","Obese I",8,"0.0%",NA,NA
"Time_zero_Ym","1998-09-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","1998-10-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","1998-11-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","1998-12-01","Obese I",8,"0.0%",NA,NA
"Time_zero_Ym","1999-01-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","1999-02-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","1999-03-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1999-04-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","1999-05-01","Obese I",10,"0.0%",NA,NA
"Time_zero_Ym","1999-06-01","Obese I",7,"0.0%",NA,NA
"Time_zero_Ym","1999-07-01","Obese I",57,"0.3%",NA,NA
"Time_zero_Ym","1999-08-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1999-09-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","1999-10-01","Obese I",8,"0.0%",NA,NA
"Time_zero_Ym","1999-11-01","Obese I",9,"0.0%",NA,NA
"Time_zero_Ym","1999-12-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2000-01-01","Obese I",10,"0.0%",NA,NA
"Time_zero_Ym","2000-02-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2000-03-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2000-04-01","Obese I",8,"0.0%",NA,NA
"Time_zero_Ym","2000-05-01","Obese I",8,"0.0%",NA,NA
"Time_zero_Ym","2000-06-01","Obese I",14,"0.1%",NA,NA
"Time_zero_Ym","2000-07-01","Obese I",79,"0.4%",NA,NA
"Time_zero_Ym","2000-08-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","2000-09-01","Obese I",8,"0.0%",NA,NA
"Time_zero_Ym","2000-10-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2000-11-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2000-12-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","2001-01-01","Obese I",6,"0.0%",NA,NA
"Time_zero_Ym","2001-02-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2001-03-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2001-04-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2001-05-01","Obese I",6,"0.0%",NA,NA
"Time_zero_Ym","2001-06-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2001-07-01","Obese I",37,"0.2%",NA,NA
"Time_zero_Ym","2001-08-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2001-09-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2001-10-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","2001-11-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2001-12-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2002-01-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2002-02-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2002-03-01","Obese I",6,"0.0%",NA,NA
"Time_zero_Ym","2002-04-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2002-05-01","Obese I",6,"0.0%",NA,NA
"Time_zero_Ym","2002-06-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","2002-07-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","2002-08-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2002-09-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2002-10-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2002-11-01","Obese I",9,"0.0%",NA,NA
"Time_zero_Ym","2002-12-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2003-01-01","Obese I",8,"0.0%",NA,NA
"Time_zero_Ym","2003-02-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2003-03-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","2003-04-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","2003-05-01","Obese I",6,"0.0%",NA,NA
"Time_zero_Ym","2003-06-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2003-07-01","Obese I",5,"0.0%",NA,NA
"Time_zero_Ym","2003-08-01","Obese I",9,"0.0%",NA,NA
"Time_zero_Ym","2003-09-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2003-10-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2003-12-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2004-01-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2004-02-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2004-03-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2004-04-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2004-05-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2004-07-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2004-08-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2004-09-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2004-12-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2005-01-01","Obese I",7,"0.0%",NA,NA
"Time_zero_Ym","2005-02-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2005-06-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2005-08-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2005-09-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2005-11-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2005-12-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2006-01-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2006-02-01","Obese I",44,"0.2%",NA,NA
"Time_zero_Ym","2006-03-01","Obese I",67,"0.3%",NA,NA
"Time_zero_Ym","2006-04-01","Obese I",75,"0.4%",NA,NA
"Time_zero_Ym","2006-05-01","Obese I",84,"0.4%",NA,NA
"Time_zero_Ym","2006-06-01","Obese I",90,"0.4%",NA,NA
"Time_zero_Ym","2006-06-16","Obese I",35,"0.2%",NA,NA
"Time_zero_Ym","2006-07-01","Obese I",92,"0.4%",NA,NA
"Time_zero_Ym","2006-08-01","Obese I",63,"0.3%",NA,NA
"Time_zero_Ym","2006-09-01","Obese I",73,"0.3%",NA,NA
"Time_zero_Ym","2006-10-01","Obese I",79,"0.4%",NA,NA
"Time_zero_Ym","2006-11-01","Obese I",77,"0.4%",NA,NA
"Time_zero_Ym","2006-11-16","Obese I",96,"0.5%",NA,NA
"Time_zero_Ym","2006-12-01","Obese I",92,"0.4%",NA,NA
"Time_zero_Ym","2007-01-01","Obese I",93,"0.4%",NA,NA
"Time_zero_Ym","2007-02-01","Obese I",93,"0.4%",NA,NA
"Time_zero_Ym","2007-03-01","Obese I",108,"0.5%",NA,NA
"Time_zero_Ym","2007-04-01","Obese I",82,"0.4%",NA,NA
"Time_zero_Ym","2007-05-01","Obese I",91,"0.4%",NA,NA
"Time_zero_Ym","2007-06-01","Obese I",89,"0.4%",NA,NA
"Time_zero_Ym","2007-07-01","Obese I",97,"0.5%",NA,NA
"Time_zero_Ym","2007-08-01","Obese I",82,"0.4%",NA,NA
"Time_zero_Ym","2007-09-01","Obese I",85,"0.4%",NA,NA
"Time_zero_Ym","2007-10-01","Obese I",93,"0.4%",NA,NA
"Time_zero_Ym","2007-11-01","Obese I",93,"0.4%",NA,NA
"Time_zero_Ym","2007-12-01","Obese I",93,"0.4%",NA,NA
"Time_zero_Ym","2008-01-01","Obese I",111,"0.5%",NA,NA
"Time_zero_Ym","2008-02-01","Obese I",82,"0.4%",NA,NA
"Time_zero_Ym","2008-03-01","Obese I",91,"0.4%",NA,NA
"Time_zero_Ym","2008-04-01","Obese I",87,"0.4%",NA,NA
"Time_zero_Ym","2008-05-01","Obese I",101,"0.5%",NA,NA
"Time_zero_Ym","2008-06-01","Obese I",119,"0.6%",NA,NA
"Time_zero_Ym","2008-07-01","Obese I",98,"0.5%",NA,NA
"Time_zero_Ym","2008-08-01","Obese I",105,"0.5%",NA,NA
"Time_zero_Ym","2008-09-01","Obese I",101,"0.5%",NA,NA
"Time_zero_Ym","2008-10-01","Obese I",112,"0.5%",NA,NA
"Time_zero_Ym","2008-11-01","Obese I",81,"0.4%",NA,NA
"Time_zero_Ym","2008-12-01","Obese I",107,"0.5%",NA,NA
"Time_zero_Ym","2009-01-01","Obese I",108,"0.5%",NA,NA
"Time_zero_Ym","2009-02-01","Obese I",86,"0.4%",NA,NA
"Time_zero_Ym","2009-03-01","Obese I",95,"0.5%",NA,NA
"Time_zero_Ym","2009-04-01","Obese I",92,"0.4%",NA,NA
"Time_zero_Ym","2009-05-01","Obese I",98,"0.5%",NA,NA
"Time_zero_Ym","2009-06-01","Obese I",184,"0.9%",NA,NA
"Time_zero_Ym","2009-07-01","Obese I",99,"0.5%",NA,NA
"Time_zero_Ym","2009-08-01","Obese I",93,"0.4%",NA,NA
"Time_zero_Ym","2009-09-01","Obese I",93,"0.4%",NA,NA
"Time_zero_Ym","2009-10-01","Obese I",108,"0.5%",NA,NA
"Time_zero_Ym","2009-11-01","Obese I",91,"0.4%",NA,NA
"Time_zero_Ym","2009-12-01","Obese I",110,"0.5%",NA,NA
"Time_zero_Ym","2010-01-01","Obese I",122,"0.6%",NA,NA
"Time_zero_Ym","2010-02-01","Obese I",109,"0.5%",NA,NA
"Time_zero_Ym","2010-03-01","Obese I",140,"0.7%",NA,NA
"Time_zero_Ym","2010-04-01","Obese I",130,"0.6%",NA,NA
"Time_zero_Ym","2010-04-17","Obese I",168,"0.8%",NA,NA
"Time_zero_Ym","2010-05-01","Obese I",151,"0.7%",NA,NA
"Time_zero_Ym","2010-06-01","Obese I",192,"0.9%",NA,NA
"Time_zero_Ym","2010-07-01","Obese I",181,"0.9%",NA,NA
"Time_zero_Ym","2010-08-01","Obese I",101,"0.5%",NA,NA
"Time_zero_Ym","2010-09-01","Obese I",108,"0.5%",NA,NA
"Time_zero_Ym","2010-10-01","Obese I",117,"0.6%",NA,NA
"Time_zero_Ym","2010-11-01","Obese I",131,"0.6%",NA,NA
"Time_zero_Ym","2010-12-01","Obese I",121,"0.6%",NA,NA
"Time_zero_Ym","2011-01-01","Obese I",142,"0.7%",NA,NA
"Time_zero_Ym","2011-02-01","Obese I",117,"0.6%",NA,NA
"Time_zero_Ym","2011-03-01","Obese I",145,"0.7%",NA,NA
"Time_zero_Ym","2011-04-01","Obese I",155,"0.7%",NA,NA
"Time_zero_Ym","2011-05-01","Obese I",153,"0.7%",NA,NA
"Time_zero_Ym","2011-06-01","Obese I",608,"2.9%",NA,NA
"Time_zero_Ym","2011-07-01","Obese I",190,"0.9%",NA,NA
"Time_zero_Ym","2011-08-01","Obese I",125,"0.6%",NA,NA
"Time_zero_Ym","2011-09-01","Obese I",125,"0.6%",NA,NA
"Time_zero_Ym","2011-10-01","Obese I",151,"0.7%",NA,NA
"Time_zero_Ym","2011-11-01","Obese I",163,"0.8%",NA,NA
"Time_zero_Ym","2011-12-01","Obese I",137,"0.7%",NA,NA
"Time_zero_Ym","2012-01-01","Obese I",164,"0.8%",NA,NA
"Time_zero_Ym","2012-02-01","Obese I",148,"0.7%",NA,NA
"Time_zero_Ym","2012-03-01","Obese I",144,"0.7%",NA,NA
"Time_zero_Ym","2012-04-01","Obese I",134,"0.6%",NA,NA
"Time_zero_Ym","2012-05-01","Obese I",146,"0.7%",NA,NA
"Time_zero_Ym","2012-06-01","Obese I",608,"2.9%",NA,NA
"Time_zero_Ym","2012-07-01","Obese I",148,"0.7%",NA,NA
"Time_zero_Ym","2012-08-01","Obese I",121,"0.6%",NA,NA
"Time_zero_Ym","2012-09-01","Obese I",144,"0.7%",NA,NA
"Time_zero_Ym","2012-10-01","Obese I",149,"0.7%",NA,NA
"Time_zero_Ym","2012-11-01","Obese I",144,"0.7%",NA,NA
"Time_zero_Ym","2012-12-01","Obese I",162,"0.8%",NA,NA
"Time_zero_Ym","2013-01-01","Obese I",166,"0.8%",NA,NA
"Time_zero_Ym","2013-02-01","Obese I",141,"0.7%",NA,NA
"Time_zero_Ym","2013-03-01","Obese I",152,"0.7%",NA,NA
"Time_zero_Ym","2013-04-01","Obese I",163,"0.8%",NA,NA
"Time_zero_Ym","2013-05-01","Obese I",158,"0.8%",NA,NA
"Time_zero_Ym","2013-06-01","Obese I",379,"1.8%",NA,NA
"Time_zero_Ym","2013-07-01","Obese I",127,"0.6%",NA,NA
"Time_zero_Ym","2013-08-01","Obese I",123,"0.6%",NA,NA
"Time_zero_Ym","2013-09-01","Obese I",125,"0.6%",NA,NA
"Time_zero_Ym","2013-10-01","Obese I",171,"0.8%",NA,NA
"Time_zero_Ym","2013-11-01","Obese I",129,"0.6%",NA,NA
"Time_zero_Ym","2013-12-01","Obese I",144,"0.7%",NA,NA
"Time_zero_Ym","2014-01-01","Obese I",166,"0.8%",NA,NA
"Time_zero_Ym","2014-02-01","Obese I",142,"0.7%",NA,NA
"Time_zero_Ym","2014-03-01","Obese I",161,"0.8%",NA,NA
"Time_zero_Ym","2014-04-01","Obese I",166,"0.8%",NA,NA
"Time_zero_Ym","2014-05-01","Obese I",149,"0.7%",NA,NA
"Time_zero_Ym","2014-06-01","Obese I",171,"0.8%",NA,NA
"Time_zero_Ym","2014-07-01","Obese I",158,"0.8%",NA,NA
"Time_zero_Ym","2014-08-01","Obese I",139,"0.7%",NA,NA
"Time_zero_Ym","2014-09-01","Obese I",116,"0.6%",NA,NA
"Time_zero_Ym","2014-10-01","Obese I",149,"0.7%",NA,NA
"Time_zero_Ym","2014-11-01","Obese I",167,"0.8%",NA,NA
"Time_zero_Ym","2014-12-01","Obese I",155,"0.7%",NA,NA
"Time_zero_Ym","2015-01-01","Obese I",179,"0.9%",NA,NA
"Time_zero_Ym","2015-02-01","Obese I",150,"0.7%",NA,NA
"Time_zero_Ym","2015-03-01","Obese I",132,"0.6%",NA,NA
"Time_zero_Ym","2015-04-01","Obese I",149,"0.7%",NA,NA
"Time_zero_Ym","2015-05-01","Obese I",140,"0.7%",NA,NA
"Time_zero_Ym","2015-06-01","Obese I",149,"0.7%",NA,NA
"Time_zero_Ym","2015-07-01","Obese I",207,"1.0%",NA,NA
"Time_zero_Ym","2015-08-01","Obese I",140,"0.7%",NA,NA
"Time_zero_Ym","2015-09-01","Obese I",142,"0.7%",NA,NA
"Time_zero_Ym","2015-10-01","Obese I",147,"0.7%",NA,NA
"Time_zero_Ym","2015-11-01","Obese I",164,"0.8%",NA,NA
"Time_zero_Ym","2015-12-01","Obese I",149,"0.7%",NA,NA
"Time_zero_Ym","2016-01-01","Obese I",156,"0.7%",NA,NA
"Time_zero_Ym","2016-02-01","Obese I",147,"0.7%",NA,NA
"Time_zero_Ym","2016-03-01","Obese I",164,"0.8%",NA,NA
"Time_zero_Ym","2016-04-01","Obese I",150,"0.7%",NA,NA
"Time_zero_Ym","2016-05-01","Obese I",173,"0.8%",NA,NA
"Time_zero_Ym","2016-06-01","Obese I",143,"0.7%",NA,NA
"Time_zero_Ym","2016-07-01","Obese I",161,"0.8%",NA,NA
"Time_zero_Ym","2016-08-01","Obese I",154,"0.7%",NA,NA
"Time_zero_Ym","2016-09-01","Obese I",140,"0.7%",NA,NA
"Time_zero_Ym","2016-10-01","Obese I",173,"0.8%",NA,NA
"Time_zero_Ym","2016-11-01","Obese I",146,"0.7%",NA,NA
"Time_zero_Ym","2016-12-01","Obese I",179,"0.9%",NA,NA
"Time_zero_Ym","2017-01-01","Obese I",156,"0.7%",NA,NA
"Time_zero_Ym","2017-02-01","Obese I",179,"0.9%",NA,NA
"Time_zero_Ym","2017-03-01","Obese I",160,"0.8%",NA,NA
"Time_zero_Ym","2017-04-01","Obese I",168,"0.8%",NA,NA
"Time_zero_Ym","2017-05-01","Obese I",164,"0.8%",NA,NA
"Time_zero_Ym","2017-06-01","Obese I",145,"0.7%",NA,NA
"Time_zero_Ym","2017-07-01","Obese I",145,"0.7%",NA,NA
"Time_zero_Ym","2017-08-01","Obese I",153,"0.7%",NA,NA
"Time_zero_Ym","2017-09-01","Obese I",153,"0.7%",NA,NA
"Time_zero_Ym","2017-10-01","Obese I",155,"0.7%",NA,NA
"Time_zero_Ym","2017-11-01","Obese I",197,"0.9%",NA,NA
"Time_zero_Ym","2017-12-01","Obese I",156,"0.7%",NA,NA
"Time_zero_Ym","2018-01-01","Obese I",4,"0.0%",NA,NA
"Time_zero_Ym","2018-03-01","Obese I",3,"0.0%",NA,NA
"Time_zero_Ym","2018-04-01","Obese I",2,"0.0%",NA,NA
"Time_zero_Ym","2018-11-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2018-12-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2019-02-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2019-03-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2019-04-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2019-05-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2019-08-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2019-10-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2019-11-01","Obese I",1,"0.0%",NA,NA
"Time_zero_Ym","2019-12-01","Obese I",1,"0.0%",NA,NA
"ACE_inhibitor","No","Obese II",2027,"37.4%",8.67e-09,1.44e-08
"ACE_inhibitor","Yes","Obese II",3244,"59.9%",8.67e-09,1.44e-08
"ACE_inhibitor",NA,"Obese II",142,"2.6%",8.67e-09,1.44e-08
"ACE_inhibitor_ARB","No","Obese II",815,"15.1%",2.86e-164,1.08e-163
"ACE_inhibitor_ARB","Yes","Obese II",4571,"84.4%",2.86e-164,1.08e-163
"ACE_inhibitor_ARB",NA,"Obese II",27,"0.5%",2.86e-164,1.08e-163
"AF_atrial_flutter","No","Obese II",4481,"82.8%",3.24e-20,7.15e-20
"AF_atrial_flutter","Yes","Obese II",678,"12.5%",3.24e-20,7.15e-20
"AF_atrial_flutter",NA,"Obese II",254,"4.7%",3.24e-20,7.15e-20
"ARB","No","Obese II",3922,"72.5%",3.38e-192,1.49e-191
"ARB","Yes","Obese II",1266,"23.4%",3.38e-192,1.49e-191
"ARB",NA,"Obese II",225,"4.2%",3.38e-192,1.49e-191
"AV_block","No","Obese II",635,"11.7%",0.13,0.146
"AV_block","Yes","Obese II",91,"1.7%",0.13,0.146
"AV_block",NA,"Obese II",4687,"86.6%",0.13,0.146
"AV_block_II_or_III","No","Obese II",743,"13.7%",0.839,0.839
"AV_block_II_or_III","Yes","Obese II",2,"0.0%",0.839,0.839
"AV_block_II_or_III",NA,"Obese II",4668,"86.2%",0.839,0.839
"Alcohol","No","Obese II",234,"4.3%",0.00104,0.00138
"Alcohol","Yes","Obese II",429,"7.9%",0.00104,0.00138
"Alcohol",NA,"Obese II",4750,"87.8%",0.00104,0.00138
"Aldosterone_antagonist","No","Obese II",3163,"58.4%",3.46e-15,6.79e-15
"Aldosterone_antagonist","Yes","Obese II",337,"6.2%",3.46e-15,6.79e-15
"Aldosterone_antagonist",NA,"Obese II",1913,"35.3%",3.46e-15,6.79e-15
"Anti_anginal","No","Obese II",4003,"74.0%",1.61e-09,2.75e-09
"Anti_anginal","Yes","Obese II",568,"10.5%",1.61e-09,2.75e-09
"Anti_anginal",NA,"Obese II",842,"15.6%",1.61e-09,2.75e-09
"Anti_arrhythmic_III","No","Obese II",1015,"18.8%",0.05,0.0616
"Anti_arrhythmic_III","Yes","Obese II",30,"0.6%",0.05,0.0616
"Anti_arrhythmic_III",NA,"Obese II",4368,"80.7%",0.05,0.0616
"Anti_coagulant","No","Obese II",4084,"75.4%",1.13e-06,1.66e-06
"Anti_coagulant","Yes","Obese II",499,"9.2%",1.13e-06,1.66e-06
"Anti_coagulant",NA,"Obese II",830,"15.3%",1.13e-06,1.66e-06
"Anti_diabetic","No","Obese II",3395,"62.7%",0,0
"Anti_diabetic","Yes","Obese II",1570,"29.0%",0,0
"Anti_diabetic",NA,"Obese II",448,"8.3%",0,0
"Anti_diabetic_insulin","No","Obese II",4057,"74.9%",0,0
"Anti_diabetic_insulin","Yes","Obese II",920,"17.0%",0,0
"Anti_diabetic_insulin",NA,"Obese II",436,"8.1%",0,0
"Anti_diabetic_oral","No","Obese II",3844,"71.0%",0,0
"Anti_diabetic_oral","Yes","Obese II",1147,"21.2%",0,0
"Anti_diabetic_oral",NA,"Obese II",422,"7.8%",0,0
"Anti_platelet","No","Obese II",279,"5.2%",2.75e-28,6.63e-28
"Anti_platelet","Yes","Obese II",4505,"83.2%",2.75e-28,6.63e-28
"Anti_platelet",NA,"Obese II",629,"11.6%",2.75e-28,6.63e-28
"Baseline_type","MI","Obese II",4408,"81.4%",0,0
"Baseline_type","MI40d","Obese II",716,"13.2%",0,0
"Baseline_type",NA,"Obese II",289,"5.3%",0,0
"Beta_blockers","No","Obese II",546,"10.1%",2.61e-34,6.92e-34
"Beta_blockers","Yes","Obese II",4849,"89.6%",2.61e-34,6.92e-34
"Beta_blockers",NA,"Obese II",18,"0.3%",2.61e-34,6.92e-34
"CABG","No","Obese II",4639,"85.7%",3.76e-34,9.5e-34
"CABG","Yes","Obese II",567,"10.5%",3.76e-34,9.5e-34
"CABG",NA,"Obese II",207,"3.8%",3.76e-34,9.5e-34
"CABG_acute","No","Obese II",3069,"56.7%",0.676,0.703
"CABG_acute","Yes","Obese II",19,"0.4%",0.676,0.703
"CABG_acute",NA,"Obese II",2325,"43.0%",0.676,0.703
"COPD","No","Obese II",797,"14.7%",1.54e-14,2.92e-14
"COPD","Yes","Obese II",100,"1.8%",1.54e-14,2.92e-14
"COPD",NA,"Obese II",4516,"83.4%",1.54e-14,2.92e-14
"CVD_risk_region","1","Obese II",69,"1.3%",1.05e-292,6.96e-292
"CVD_risk_region","2","Obese II",4373,"80.8%",1.05e-292,6.96e-292
"CVD_risk_region","3","Obese II",901,"16.6%",1.05e-292,6.96e-292
"CVD_risk_region","4","Obese II",70,"1.3%",1.05e-292,6.96e-292
"Calcium_antagonists","No","Obese II",3509,"64.8%",9.66e-149,3.41e-148
"Calcium_antagonists","Yes","Obese II",1065,"19.7%",9.66e-149,3.41e-148
"Calcium_antagonists",NA,"Obese II",839,"15.5%",9.66e-149,3.41e-148
"Cancer","No","Obese II",47,"0.9%",0.612,0.662
"Cancer",NA,"Obese II",5366,"99.1%",0.612,0.662
"Diabetes","No","Obese II",3139,"58.0%",0,0
"Diabetes","Yes","Obese II",2251,"41.6%",0,0
"Diabetes",NA,"Obese II",23,"0.4%",0,0
"Digitalis_glycosides","No","Obese II",4553,"84.1%",9.89e-19,2.02e-18
"Digitalis_glycosides","Yes","Obese II",107,"2.0%",9.89e-19,2.02e-18
"Digitalis_glycosides",NA,"Obese II",753,"13.9%",9.89e-19,2.02e-18
"Diseased_arteries_num_cat","0","Obese II",24,"0.4%",0.000863,0.00117
"Diseased_arteries_num_cat","1","Obese II",73,"1.3%",0.000863,0.00117
"Diseased_arteries_num_cat","2","Obese II",30,"0.6%",0.000863,0.00117
"Diseased_arteries_num_cat","geq3","Obese II",44,"0.8%",0.000863,0.00117
"Diseased_arteries_num_cat",NA,"Obese II",5242,"96.8%",0.000863,0.00117
"Diuretics","No","Obese II",3259,"60.2%",1.46e-247,8.59999999999999e-247
"Diuretics","Yes","Obese II",2129,"39.3%",1.46e-247,8.59999999999999e-247
"Diuretics",NA,"Obese II",25,"0.5%",1.46e-247,8.59999999999999e-247
"FH_CAD","No","Obese II",288,"5.3%",1.05e-09,1.86e-09
"FH_CAD","Yes","Obese II",346,"6.4%",1.05e-09,1.86e-09
"FH_CAD",NA,"Obese II",4779,"88.3%",1.05e-09,1.86e-09
"FH_SCD","No","Obese II",456,"8.4%",0.0195,0.0252
"FH_SCD","Yes","Obese II",179,"3.3%",0.0195,0.0252
"FH_SCD",NA,"Obese II",4778,"88.3%",0.0195,0.0252
"HF","No","Obese II",3890,"71.9%",1.47e-26,3.4e-26
"HF","Yes","Obese II",385,"7.1%",1.47e-26,3.4e-26
"HF",NA,"Obese II",1138,"21.0%",1.47e-26,3.4e-26
"HasMRI","No","Obese II",5315,"98.2%",9.24e-06,1.32e-05
"HasMRI","Yes","Obese II",98,"1.8%",9.24e-06,1.32e-05
"Hypertension","No","Obese II",1701,"31.4%",0,0
"Hypertension","Yes","Obese II",3548,"65.5%",0,0
